disease_Gene,Cell type,P-value,Disease
SFTPB,"cd8-positive, alpha-beta t cell",0.001696511,Emphysema
SIGLEC9,respiratory goblet cell,0.006769138,Emphysema
SIGLEC9,club cell,1.97E-05,Emphysema
TBPL1,alveolar fibroblast,0.001696511,Emphysema
TBPL1,pericyte cell,0.001696511,Emphysema
TFEB,type ii pneumocyte,0.003390201,Emphysema
TLR2,adventitial cell,0.002543708,Emphysema
TNF,dendritic cell,0.00423599,Emphysema
TP53,vascular associated smooth muscle cell,0.000848608,Emphysema
ATN1,epithelial cell,0.005081075,Endometrial_Carcinoma
C19orf33,myometrial cell,0.001696511,Endometrial_Carcinoma
CFL1,nk cell,0.002543665,Endometrial_Carcinoma
EFEMP2,nk cell,0.002543665,Endometrial_Carcinoma
FGR,ciliated epithelial cell,0.000848608,Endometrial_Carcinoma
GEMIN2,endothelial cell of lymphatic vessel,0.000848608,Endometrial_Carcinoma
JUN,epithelial cell of uterus,0.000848608,Endometrial_Carcinoma
LAMC1,epithelial cell of uterus,0.000848608,Endometrial_Carcinoma
PNN,endothelial cell of lymphatic vessel,0.000848608,Endometrial_Carcinoma
SPINT2,myometrial cell,0.001696511,Endometrial_Carcinoma
HLA-DOB,b cell,0.004235918,Glomerulosclerosis
KLRF1,macrophage,0.000848608,Glomerulosclerosis
TAP2,b cell,0.004235918,Glomerulosclerosis
CFB,macrophage,1.48E-05,Glycogen_Storage_Disease
FKBPL,macrophage,7.05E-06,Glycogen_Storage_Disease
MMP9,macrophage,0.002543708,Glycogen_Storage_Disease
NELFE,macrophage,1.97E-05,Glycogen_Storage_Disease
SKIV2L,macrophage,1.48E-05,Glycogen_Storage_Disease
TNXB,macrophage,7.05E-06,Glycogen_Storage_Disease
ABCC9,smooth muscle cell,0.000848608,Heart_Failure
AGER,cardiac endothelial cell,0.003390201,Heart_Failure
AHSG,hepatocyte,0.000848608,Heart_Failure
ALOX12,hepatocyte,0.001696482,Heart_Failure
AZU1,fibroblast of cardiac tissue,0.005925257,Heart_Failure
BECN1,smooth muscle cell,0.006769023,Heart_Failure
CFD,fibroblast of cardiac tissue,0.005080903,Heart_Failure
CHRM2,cardiac muscle cell,0.001696511,Heart_Failure
ELANE,fibroblast of cardiac tissue,0.005925257,Heart_Failure
ELOVL6,smooth muscle cell,0.000848608,Heart_Failure
ENPEP,smooth muscle cell,0.000848608,Heart_Failure
FHL5,smooth muscle cell,0.001696511,Heart_Failure
GNLY,macrophage,0.002543708,Heart_Failure
GPRC6A,smooth muscle cell,0.002543708,Heart_Failure
HSPA1A,cardiac endothelial cell,0.002543708,Heart_Failure
HSPA1B,cardiac endothelial cell,0.003390201,Heart_Failure
KLF15,hepatocyte,0.003390143,Heart_Failure
KNG1,hepatocyte,0.001696511,Heart_Failure
LTA,cardiac endothelial cell,0.004235918,Heart_Failure
MEOX1,cardiac endothelial cell,0.005925457,Heart_Failure
MS4A1,macrophage,0.000848608,Heart_Failure
MTTP,hepatocyte,0.000848608,Heart_Failure
MYH14,macrophage,0.001696511,Heart_Failure
MYOC,fibroblast of cardiac tissue,0.000848608,Heart_Failure
NDUFS2,macrophage,0.007612116,Heart_Failure
NPSR1,cardiac muscle cell,0.000848608,Heart_Failure
PINK1,cardiac endothelial cell,0.001696511,Heart_Failure
PITX2,smooth muscle cell,0.000848608,Heart_Failure
PLA2G2A,smooth muscle cell,0.002543708,Heart_Failure
PLA2G2A,fibroblast of cardiac tissue,0.002543708,Heart_Failure
PPP1R3A,cardiac muscle cell,0.000848608,Heart_Failure
PROM1,fibroblast of cardiac tissue,0.001696511,Heart_Failure
PRTN3,fibroblast of cardiac tissue,0.005925257,Heart_Failure
PSMB8,cardiac endothelial cell,0.00423599,Heart_Failure
PTBP1,fibroblast of cardiac tissue,0.004235846,Heart_Failure
RAMP2,smooth muscle cell,0.005925457,Heart_Failure
RBFOX2,smooth muscle cell,0.00423599,Heart_Failure
SCGN,smooth muscle cell,0.002543665,Heart_Failure
SDHC,macrophage,0.003390143,Heart_Failure
SFTPB,macrophage,0.002543708,Heart_Failure
SLC27A6,cardiac muscle cell,0.000848608,Heart_Failure
SLC6A2,fibroblast of cardiac tissue,0.002543708,Heart_Failure
TBX20,cardiac muscle cell,0.001696482,Heart_Failure
TMEM109,smooth muscle cell,0.002543708,Heart_Failure
TNF,cardiac endothelial cell,0.004235918,Heart_Failure
TRPC1,fibroblast of cardiac tissue,0.000848608,Heart_Failure
TRPC6,fibroblast of cardiac tissue,0.001696511,Heart_Failure
UFL1,smooth muscle cell,0.000848608,Heart_Failure
YAP1,fibroblast of cardiac tissue,0.001696511,Heart_Failure
FSCN1,regulatory t cell,0.005925457,Hereditary_Sensory
ATN1,epithelial cell,0.005081075,Holt-oram
MTHFR,langerhans cell,0.002543665,Hyalinosis
TSPAN33,cd1c-positive myeloid dendritic cell,0.002543665,Hyalinosis
CEL,pancreatic acinar cell,0.005081075,Hyperinsulinemic_Hypoglycemia
GLUD1,endothelial cell,0.005925357,Hyperinsulinemic_Hypoglycemia
ABCG2,plasmacytoid dendritic cell,0.002543708,Hypertensive
ACCS,monocyte,0.001696511,Hypertensive
ACTN4,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.000848608,Hypertensive
ADAMTS1,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.001696511,Hypertensive
ADAMTS1,nk cell,0.001696511,Hypertensive
ADAMTS1,t cell,0.001696511,Hypertensive
ADAMTS4,nampt neutrophil,0.00423599,Hypertensive
ADIPOQ,type i nk t cell,0.002543708,Hypertensive
ADORA1,neutrophil,0.00423599,Hypertensive
ADRA1A,"cd4-positive, alpha-beta t cell",0.000848608,Hypertensive
ADRB2,"cd8-positive, alpha-beta t cell",0.000848608,Hypertensive
AFG3L2,monocyte,0.000848608,Hypertensive
AHR,classical monocyte,0.001696482,Hypertensive
AIMP2,t cell,0.003390201,Hypertensive
ALOX12,classical monocyte,0.002543665,Hypertensive
ALX4,monocyte,0.001696511,Hypertensive
ANPEP,classical monocyte,0.002543708,Hypertensive
AOC1,monocyte,0.002543708,Hypertensive
APOH,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Hypertensive
ARG1,neutrophil,0.000848608,Hypertensive
ARL6,classical monocyte,0.001696511,Hypertensive
ARMC5,"naive thymus-derived cd4-positive, alpha-beta t cell",0.002543665,Hypertensive
ARMC5,nampt neutrophil,0.002543665,Hypertensive
ASIC2,hematopoietic stem cell,0.001696511,Hypertensive
ATIC,"cd4-positive, alpha-beta t cell",0.000848608,Hypertensive
BNC2,nk cell,0.000848608,Hypertensive
BTN2A1,type i nk t cell,0.000848608,Hypertensive
BTNL2,memory b cell,0.002543708,Hypertensive
BUB1B,"naive thymus-derived cd4-positive, alpha-beta t cell",0.004235846,Hypertensive
C1QTNF6,nampt neutrophil,0.002543708,Hypertensive
C3,memory b cell,0.003390201,Hypertensive
CACNA1A,macrophage,0.009295813,Hypertensive
CAMK4,"cd4-positive, alpha-beta memory t cell",0.001696511,Hypertensive
CAMK4,"naive thymus-derived cd4-positive, alpha-beta t cell",0.001696511,Hypertensive
CAPN5,nampt neutrophil,0.002543708,Hypertensive
CAV1,platelet,0.001696511,Hypertensive
CCNE1,type i nk t cell,0.001696511,Hypertensive
CD28,"cd4-positive, alpha-beta memory t cell",0.000848608,Hypertensive
CD40,memory b cell,0.000848608,Hypertensive
CD46,erythrocyte,0.002543665,Hypertensive
CD5L,naive b cell,0.001696511,Hypertensive
CD82,nampt neutrophil,0.001696511,Hypertensive
CD86,nampt neutrophil,0.001696511,Hypertensive
CDH23,macrophage,0.001696511,Hypertensive
CHI3L1,neutrophil,0.003390201,Hypertensive
CHRM3,"cd4-positive, alpha-beta t cell",0.000848608,Hypertensive
CLCN7,"cd4-positive, alpha-beta t cell",0.001696511,Hypertensive
CLIC4,monocyte,0.000848608,Hypertensive
CLU,"cd4-positive, alpha-beta t cell",0.000848608,Hypertensive
COL8A1,classical monocyte,0.002543708,Hypertensive
CRISP2,neutrophil,0.001696511,Hypertensive
CRMP1,neutrophil,0.003390201,Hypertensive
CTLA4,"cd4-positive, alpha-beta memory t cell",0.000848608,Hypertensive
CYP2C8,"naive thymus-derived cd4-positive, alpha-beta t cell",0.001696511,Hypertensive
CYP2C9,"naive thymus-derived cd4-positive, alpha-beta t cell",0.002543708,Hypertensive
CYP4A11,erythrocyte,0.002543708,Hypertensive
CYP4A22,erythrocyte,0.001696511,Hypertensive
CYP4F2,basophil,0.000848608,Hypertensive
CYP4F2,myeloid progenitor,0.000848608,Hypertensive
DDAH1,t cell,0.001696511,Hypertensive
DRD3,"cd4-positive, alpha-beta memory t cell",0.001696511,Hypertensive
DUSP1,plasmacytoid dendritic cell,0.001696482,Hypertensive
EDN2,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.001696511,Hypertensive
EDN2,type i nk t cell,0.001696511,Hypertensive
EDN3,"cd4-positive, alpha-beta memory t cell",0.001696511,Hypertensive
EDN3,"naive thymus-derived cd4-positive, alpha-beta t cell",0.001696511,Hypertensive
EFNB3,macrophage,0.00423599,Hypertensive
EGR1,plasma cell,0.005081075,Hypertensive
ENG,"cd8-positive, alpha-beta t cell",0.002543708,Hypertensive
ENPP1,neutrophil,0.000848608,Hypertensive
ENTPD1,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Hypertensive
EPHA6,classical monocyte,0.001696511,Hypertensive
EPHB2,monocyte,0.003390201,Hypertensive
EPHX2,"cd4-positive, alpha-beta t cell",0.001696511,Hypertensive
EXT2,monocyte,0.001696511,Hypertensive
FCGR2B,memory b cell,0.001696511,Hypertensive
FGFBP1,nk cell,0.004235918,Hypertensive
FLT1,nampt neutrophil,0.003390201,Hypertensive
FN1,"cd4-positive, alpha-beta t cell",0.000848608,Hypertensive
FOXE3,erythrocyte,0.000848608,Hypertensive
FXYD2,classical monocyte,0.001696482,Hypertensive
GNB3,monocyte,0.006769023,Hypertensive
GOLPH3,hematopoietic stem cell,0.003390143,Hypertensive
GOLPH3,basophil,0.003390143,Hypertensive
GOT2,"cd4-positive, alpha-beta t cell",0.000848608,Hypertensive
GPR162,monocyte,0.009295813,Hypertensive
GPT,nampt neutrophil,0.002543708,Hypertensive
GRN,erythrocyte,4.23E-06,Hypertensive
GUCA2B,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.002543708,Hypertensive
GUCA2B,type i nk t cell,0.002543708,Hypertensive
HAMP,"cd8-positive, alpha-beta t cell",0.003390201,Hypertensive
HFE,type i nk t cell,0.001696511,Hypertensive
HLA-DRB1,memory b cell,0.002543708,Hypertensive
IGF2BP2,platelet,0.001696511,Hypertensive
IL11,classical monocyte,0.003390201,Hypertensive
IL13,type i nk t cell,0.003390143,Hypertensive
IL1R1,nampt neutrophil,0.002543665,Hypertensive
IL33,type i nk t cell,0.001696511,Hypertensive
IL4,type i nk t cell,0.003390143,Hypertensive
INPPL1,monocyte,0.001696482,Hypertensive
INPPL1,nampt neutrophil,0.001696482,Hypertensive
ITGAM,nampt neutrophil,0.000848608,Hypertensive
ITGAX,nampt neutrophil,0.000848608,Hypertensive
KALRN,platelet,0.001696511,Hypertensive
KLK4,memory b cell,0.002543708,Hypertensive
LAD1,classical monocyte,0.000848608,Hypertensive
LAMC2,classical monocyte,0.000848608,Hypertensive
LCN2,monocyte,0.003390201,Hypertensive
LGALS1,t cell,0.005925457,Hypertensive
LGALS2,t cell,0.002543708,Hypertensive
LRP1,macrophage,0.010136504,Hypertensive
LRP2,neutrophil,0.001696482,Hypertensive
MAP6,neutrophil,0.002543665,Hypertensive
MC3R,erythrocyte,0.000848608,Hypertensive
MED23,neutrophil,0.000848608,Hypertensive
MEPE,plasmacytoid dendritic cell,0.001696511,Hypertensive
MLXIP,naive b cell,0.003390201,Hypertensive
MMP3,neutrophil,0.003390143,Hypertensive
MMP9,memory b cell,0.003390201,Hypertensive
MMRN1,erythrocyte,0.000848608,Hypertensive
MSR1,monocyte,0.000848608,Hypertensive
MT1A,monocyte,0.003390201,Hypertensive
NDUFS3,plasmacytoid dendritic cell,0.001696511,Hypertensive
NDUFS3,basophil,0.001696511,Hypertensive
NOTCH1,macrophage,0.003390201,Hypertensive
NOVA2,neutrophil,0.002543708,Hypertensive
NPL,classical monocyte,0.000848608,Hypertensive
NPR1,t cell,0.001696482,Hypertensive
NRG1,monocyte,0.000848608,Hypertensive
NRG1,macrophage,0.000848608,Hypertensive
OLR1,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.003390143,Hypertensive
OLR1,nk cell,0.003390143,Hypertensive
OLR1,cd141-positive myeloid dendritic cell,0.003390143,Hypertensive
OLR1,hematopoietic stem cell,0.003390143,Hypertensive
PHOX2A,monocyte,0.001696482,Hypertensive
PHOX2A,nampt neutrophil,0.001696482,Hypertensive
PKD2,plasmacytoid dendritic cell,0.002543708,Hypertensive
POU2F3,monocyte,0.000848608,Hypertensive
POU6F2,type i nk t cell,0.003390201,Hypertensive
POU6F2,"cd8-positive, alpha-beta t cell",0.003390201,Hypertensive
PPARA,nk cell,0.000848608,Hypertensive
PPARGC1B,classical monocyte,0.001696511,Hypertensive
PPP1R14A,platelet,0.002543708,Hypertensive
PRKAR1A,macrophage,0.001696511,Hypertensive
PRKCA,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Hypertensive
PRRT2,monocyte,0.006768908,Hypertensive
PRSS55,memory b cell,0.004235846,Hypertensive
PRSS8,nampt neutrophil,0.001696482,Hypertensive
PSAT1,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.000848608,Hypertensive
PSMB8,naive b cell,0.001696511,Hypertensive
PTGDR,nk cell,0.000848608,Hypertensive
PTGDS,nk cell,0.00423599,Hypertensive
PTGES2,monocyte,0.003390201,Hypertensive
PTK2B,"cd4-positive, alpha-beta t cell",0.002543708,Hypertensive
PTPMT1,plasmacytoid dendritic cell,0.001696511,Hypertensive
PTPMT1,basophil,0.001696511,Hypertensive
PTPRJ,plasmacytoid dendritic cell,0.003390201,Hypertensive
PTPRJ,basophil,0.003390201,Hypertensive
PXDN,plasmacytoid dendritic cell,0.000848608,Hypertensive
RAC2,nampt neutrophil,0.002543708,Hypertensive
RAP1A,classical monocyte,0.001696511,Hypertensive
RBM47,plasma cell,0.003390201,Hypertensive
RGS4,nk cell,0.000848608,Hypertensive
RHOBTB1,"cd4-positive, alpha-beta memory t cell",0.000848608,Hypertensive
S100A1,t cell,0.001696482,Hypertensive
S100A4,t cell,0.001696482,Hypertensive
S100A6,t cell,0.002543665,Hypertensive
SLC12A3,nk cell,0.005925357,Hypertensive
SLC12A3,monocyte,0.005925357,Hypertensive
SLC4A1,erythrocyte,0.002543708,Hypertensive
SLC52A2,nampt neutrophil,0.001696511,Hypertensive
SLC5A2,"naive thymus-derived cd4-positive, alpha-beta t cell",0.001696511,Hypertensive
SLC5A2,nampt neutrophil,0.001696511,Hypertensive
SLC6A18,macrophage,0.004235846,Hypertensive
SLC6A19,macrophage,0.001696511,Hypertensive
SLC6A2,classical monocyte,0.002543708,Hypertensive
SORBS1,"naive thymus-derived cd4-positive, alpha-beta t cell",0.001696511,Hypertensive
SPP1,plasmacytoid dendritic cell,0.001696511,Hypertensive
STK25,nk cell,0.001696511,Hypertensive
STYK1,nk cell,0.001696511,Hypertensive
SULT1A4,monocyte,0.005925257,Hypertensive
TAP1,naive b cell,0.001696511,Hypertensive
TAS2R38,neutrophil,0.002543708,Hypertensive
TERT,macrophage,0.003390143,Hypertensive
TGFB1,macrophage,0.001696511,Hypertensive
TNC,"cd4-positive, alpha-beta t cell",0.001696511,Hypertensive
TNFRSF10B,neutrophil,0.002543665,Hypertensive
TNFSF14,memory b cell,0.003390201,Hypertensive
TNNI3,monocyte,0.005080989,Hypertensive
TOR2A,"cd8-positive, alpha-beta t cell",0.000848608,Hypertensive
TOX,type i nk t cell,0.002543665,Hypertensive
TP53,macrophage,0.002543708,Hypertensive
TP63,"cd8-positive, alpha-beta t cell",0.000848608,Hypertensive
TRIP13,macrophage,0.005080989,Hypertensive
TSPAN33,macrophage,0.002543665,Hypertensive
TUBB6,monocyte,0.000848608,Hypertensive
VKORC1,nampt neutrophil,0.001696482,Hypertensive
ZNF831,"cd4-positive, alpha-beta memory t cell",0.003390201,Hypertensive
ZNF831,"naive thymus-derived cd4-positive, alpha-beta t cell",0.003390201,Hypertensive
ABCG2,plasmacytoid dendritic cell,0.002543708,Hyperuricemia
ABT1,type i nk t cell,0.001696511,Hyperuricemia
AP5B1,nk cell,0.002543708,Hyperuricemia
BCL7A,naive b cell,0.001696511,Hyperuricemia
BTN1A1,type i nk t cell,0.000848608,Hyperuricemia
BTN2A1,type i nk t cell,0.000848608,Hyperuricemia
BTN2A2,type i nk t cell,0.000848608,Hyperuricemia
BTN3A1,type i nk t cell,0.000848608,Hyperuricemia
BTN3A2,type i nk t cell,0.000848608,Hyperuricemia
BTN3A3,type i nk t cell,0.000848608,Hyperuricemia
FRK,"cd4-positive, alpha-beta memory t cell",0.002543665,Hyperuricemia
HFE,type i nk t cell,0.001696511,Hyperuricemia
HIST1H1A,type i nk t cell,0.000848608,Hyperuricemia
HIST1H1C,type i nk t cell,0.002543708,Hyperuricemia
HIST1H1E,type i nk t cell,0.001696511,Hyperuricemia
HIST1H1T,type i nk t cell,0.001696511,Hyperuricemia
HIST1H2AA,type i nk t cell,0.001696511,Hyperuricemia
HIST1H2AB,type i nk t cell,0.000848608,Hyperuricemia
HIST1H2AC,type i nk t cell,0.001696511,Hyperuricemia
HIST1H2AD,type i nk t cell,0.001696511,Hyperuricemia
HIST1H2BA,type i nk t cell,0.001696511,Hyperuricemia
HIST1H2BB,type i nk t cell,0.000848608,Hyperuricemia
HIST1H2BC,type i nk t cell,0.001696511,Hyperuricemia
HIST1H2BD,type i nk t cell,0.001696511,Hyperuricemia
HIST1H2BF,type i nk t cell,0.001696511,Hyperuricemia
HIST1H2BI,type i nk t cell,0.000848608,Hyperuricemia
HIST1H3A,type i nk t cell,0.000848608,Hyperuricemia
HIST1H3B,type i nk t cell,0.000848608,Hyperuricemia
HIST1H3C,type i nk t cell,0.000848608,Hyperuricemia
HIST1H3D,type i nk t cell,0.001696511,Hyperuricemia
HIST1H3G,type i nk t cell,0.001696511,Hyperuricemia
HIST1H4A,type i nk t cell,0.000848608,Hyperuricemia
HIST1H4B,type i nk t cell,0.000848608,Hyperuricemia
HIST1H4C,type i nk t cell,0.001696511,Hyperuricemia
HIST1H4D,type i nk t cell,0.001696511,Hyperuricemia
HMGN4,type i nk t cell,0.000848608,Hyperuricemia
LRP1,macrophage,0.010136504,Hyperuricemia
LRRC16A,type i nk t cell,0.001696511,Hyperuricemia
MEPE,plasmacytoid dendritic cell,0.001696511,Hyperuricemia
MLXIP,naive b cell,0.003390201,Hyperuricemia
NDUFA4L2,macrophage,0.007611858,Hyperuricemia
NXPH4,macrophage,0.008454107,Hyperuricemia
OVOL1,nk cell,0.002543708,Hyperuricemia
PKD2,plasmacytoid dendritic cell,0.002543708,Hyperuricemia
PRPSAP1,"naive thymus-derived cd4-positive, alpha-beta t cell",0.00423599,Hyperuricemia
PRPSAP1,"cd4-positive, alpha-beta t cell",0.00423599,Hyperuricemia
QRICH2,"naive thymus-derived cd4-positive, alpha-beta t cell",0.002543708,Hyperuricemia
QRICH2,"cd4-positive, alpha-beta t cell",0.002543708,Hyperuricemia
RP11-123K3.4,macrophage,0.007611858,Hyperuricemia
SCGN,type i nk t cell,0.000848608,Hyperuricemia
SHMT2,macrophage,0.008454107,Hyperuricemia
SLC17A1,type i nk t cell,0.000848608,Hyperuricemia
SLC17A2,type i nk t cell,0.000848608,Hyperuricemia
SLC17A3,type i nk t cell,0.000848608,Hyperuricemia
SLC17A4,type i nk t cell,0.000848608,Hyperuricemia
SPP1,plasmacytoid dendritic cell,0.001696511,Hyperuricemia
TRIM38,type i nk t cell,0.000848608,Hyperuricemia
ZNF184,type i nk t cell,0.001696511,Hyperuricemia
ZNF391,type i nk t cell,0.001696511,Hyperuricemia
AGT,pericyte cell,0.001696511,Idiopathic_Pulmonary_Hypertension
BMPR1B,tendon cell,0.001696511,Idiopathic_Pulmonary_Hypertension
DYNLT1,t cell,0.001696511,Idiopathic_Pulmonary_Hypertension
ELANE,mesenchymal stem cell,0.002543708,Idiopathic_Pulmonary_Hypertension
ELANE,erythrocyte,0.002543708,Idiopathic_Pulmonary_Hypertension
IGF1R,fast muscle cell,0.001696482,Idiopathic_Pulmonary_Hypertension
KCNMB1,smooth muscle cell,0.001696511,Idiopathic_Pulmonary_Hypertension
PPARG,capillary endothelial cell,0.001696511,Idiopathic_Pulmonary_Hypertension
RPSA,smooth muscle cell,0.001696511,Idiopathic_Pulmonary_Hypertension
RPSA,mature nk t cell,0.001696511,Idiopathic_Pulmonary_Hypertension
TBX4,pericyte cell,7.06E-07,Idiopathic_Pulmonary_Hypertension
TIMP4,capillary endothelial cell,0.000848608,Idiopathic_Pulmonary_Hypertension
TRPC6,tendon cell,0.001696511,Idiopathic_Pulmonary_Hypertension
ABT1,type i nk t cell,0.001696511,Leukemia
AC079210.1,macrophage,0.001696511,Leukemia
ACBD7,neutrophil,0.002543708,Leukemia
ADTRP,"cd4-positive, alpha-beta memory t cell",0.001696511,Leukemia
ADTRP,t cell,0.001696511,Leukemia
ADTRP,"naive thymus-derived cd4-positive, alpha-beta t cell",0.001696511,Leukemia
ADTRP,"cd4-positive, alpha-beta t cell",0.001696511,Leukemia
AFG3L2,monocyte,0.000848608,Leukemia
AIMP2,t cell,0.003390201,Leukemia
ALDH18A1,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Leukemia
ANKRD61,t cell,0.003390201,Leukemia
APOBEC3B,"cd8-positive, alpha-beta t cell",0.005081075,Leukemia
APOBEC3C,"cd8-positive, alpha-beta t cell",0.005081075,Leukemia
APOBEC3D,"cd8-positive, alpha-beta t cell",0.005081075,Leukemia
APOBEC3G,"cd8-positive, alpha-beta t cell",0.005081075,Leukemia
BTN1A1,type i nk t cell,0.000848608,Leukemia
BTN2A1,type i nk t cell,0.000848608,Leukemia
BTN2A2,type i nk t cell,0.000848608,Leukemia
BTN3A1,type i nk t cell,0.000848608,Leukemia
BTN3A2,type i nk t cell,0.000848608,Leukemia
BTN3A3,type i nk t cell,0.000848608,Leukemia
C10orf111,neutrophil,0.002543708,Leukemia
C10orf131,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Leukemia
C6orf10,memory b cell,0.002543708,Leukemia
C9orf163,macrophage,0.003390201,Leukemia
CC2D2B,"naive thymus-derived cd4-positive, alpha-beta t cell",0.001696511,Leukemia
