disease_Gene,Cell type,P-value,Disease
STAT2,Lymphangioleiomyomatosis cell(LAMcore),0.001426025,Adenocarcinoma_Of_Lung
MIP,SLC16A7+ cell,0.002426575,Adenocarcinoma_Of_Lung
MIP,Lymphangioleiomyomatosis cell(LAMcore),0.001663526,Adenocarcinoma_Of_Lung
DGKA,SLC16A7+ cell,0.016007744,Adenocarcinoma_Of_Lung
DGKA,Lymphangioleiomyomatosis cell(LAMcore),0.001188495,Adenocarcinoma_Of_Lung
CDK2,SLC16A7+ cell,0.012976001,Adenocarcinoma_Of_Lung
CDK2,Lymphangioleiomyomatosis cell(LAMcore),0.0010697,Adenocarcinoma_Of_Lung
ERBB3,SLC16A7+ cell,0.01930943,Adenocarcinoma_Of_Lung
ERBB3,Lymphangioleiomyomatosis cell(LAMcore),0.001307278,Adenocarcinoma_Of_Lung
KITLG,SLC16A7+ cell,0.039396687,Adenocarcinoma_Of_Lung
KITLG,Ionocyte cell,0.010333834,Adenocarcinoma_Of_Lung
SCYL2,SLC16A7+ cell,0.039396687,Adenocarcinoma_Of_Lung
TCHP,Basal cell,0.015637598,Adenocarcinoma_Of_Lung
ULK1,Neuroendocrine cell,0.007029462,Adenocarcinoma_Of_Lung
ULK1,Brush cell (Tuft cell),0.006860544,Adenocarcinoma_Of_Lung
TRIM13,SLC16A7+ cell,0.005625553,Adenocarcinoma_Of_Lung
DIAPH3,SLC16A7+ cell,0.019896106,Adenocarcinoma_Of_Lung
EFNB2,SLC16A7+ cell,0.019896106,Adenocarcinoma_Of_Lung
TFDP1,SLC16A7+ cell,0.01600723,Adenocarcinoma_Of_Lung
CMA1,T cell,0.005998457,Adenocarcinoma_Of_Lung
CMA1,Naive CD8+ T cell,0.000713255,Adenocarcinoma_Of_Lung
CMA1,Anti-tumor immune cell,0.000305732,Adenocarcinoma_Of_Lung
GZMB,T cell,0.003003663,Adenocarcinoma_Of_Lung
GZMB,Naive CD8+ T cell,0.000356682,Adenocarcinoma_Of_Lung
GZMB,Anti-tumor immune cell,0.000152874,Adenocarcinoma_Of_Lung
HIF1A,SLC16A7+ cell,0.039396025,Adenocarcinoma_Of_Lung
ESR2,Ionocyte cell,0.045669651,Adenocarcinoma_Of_Lung
GPX2,Basal cell,0.005239764,Adenocarcinoma_Of_Lung
ESRRB,Ciliated cell,0.041208562,Adenocarcinoma_Of_Lung
VASH1,Ionocyte cell,0.030682242,Adenocarcinoma_Of_Lung
IFI27,Basal cell,0.008717826,Adenocarcinoma_Of_Lung
SERPINA1,Basal cell,0.008717826,Adenocarcinoma_Of_Lung
DICER1,SLC16A7+ cell,0.039396687,Adenocarcinoma_Of_Lung
BDKRB2,FOXN4+ cell,0.006860776,Adenocarcinoma_Of_Lung
BDKRB1,FOXN4+ cell,0.006860776,Adenocarcinoma_Of_Lung
MOK,Ionocyte cell,0.015460506,Adenocarcinoma_Of_Lung
MTA1,Plasma cell,0.003206104,Adenocarcinoma_Of_Lung
MTA1,B cell,0.002375739,Adenocarcinoma_Of_Lung
TP53BP1,SLC16A7+ cell,0.03945991,Adenocarcinoma_Of_Lung
CA12,Ionocyte cell,0.030683271,Adenocarcinoma_Of_Lung
SMAD3,Ciliated cell,0.041209936,Adenocarcinoma_Of_Lung
ITGA11,Ciliated cell,0.031069983,Adenocarcinoma_Of_Lung
PIAS1,Ciliated cell,0.025959296,Adenocarcinoma_Of_Lung
IDH3A,Ionocyte cell,0.035703335,Adenocarcinoma_Of_Lung
CHRNB4,Ionocyte cell,0.02563535,Adenocarcinoma_Of_Lung
ADAMTS7,Ionocyte cell,0.015460767,Adenocarcinoma_Of_Lung
MORF4L1,Ionocyte cell,0.015460767,Adenocarcinoma_Of_Lung
CPEB1,SLC16A7+ cell,0.0019352,Adenocarcinoma_Of_Lung
ISG20,Neuroendocrine cell,0.002817761,Adenocarcinoma_Of_Lung
ISG20,Brush cell (Tuft cell),0.00274991,Adenocarcinoma_Of_Lung
ISG20,Ciliated cell,0.010465458,Adenocarcinoma_Of_Lung
ISG20,Interstitial macrophage,0.00016986,Adenocarcinoma_Of_Lung
IQGAP1,Ciliated cell,0.031069983,Adenocarcinoma_Of_Lung
CIB1,Ciliated cell,0.036153942,Adenocarcinoma_Of_Lung
MSLN,Mesothelial cell,0.000916964,Adenocarcinoma_Of_Lung
UBE2I,Basophil,0.001527754,Adenocarcinoma_Of_Lung
UBE2I,Mast cell,4.63E-05,Adenocarcinoma_Of_Lung
UBE2I,Megakaryocyte,0.00183304,Adenocarcinoma_Of_Lung
ABCA3,SLC16A7+ cell,0.022867686,Adenocarcinoma_Of_Lung
IL32,SLC16A7+ cell,0.030713861,Adenocarcinoma_Of_Lung
PMM2,FOXN4+ cell,0.00686066,Adenocarcinoma_Of_Lung
PLA2G10,SLC16A7+ cell,0.022865511,Adenocarcinoma_Of_Lung
TMC5,Epithelial cell,0.011223683,Adenocarcinoma_Of_Lung
GDE1,Epithelial cell,0.007029581,Adenocarcinoma_Of_Lung
EEF2K,SLC16A7+ cell,0.010226499,Adenocarcinoma_Of_Lung
SH2B1,SLC16A7+ cell,0.030714821,Adenocarcinoma_Of_Lung
SH2B1,Immune cell,0.007583608,Adenocarcinoma_Of_Lung
LAT,Immune cell,0.012964797,Adenocarcinoma_Of_Lung
ALDOA,FOXN4+ cell,0.028501968,Adenocarcinoma_Of_Lung
TAOK2,FOXN4+ cell,0.029837507,Adenocarcinoma_Of_Lung
ABCC11,SLC16A7+ cell,0.019896106,Adenocarcinoma_Of_Lung
MT1G,Basal cell,0.019079598,Adenocarcinoma_Of_Lung
E2F4,Neuroendocrine cell,0.022323272,Adenocarcinoma_Of_Lung
E2F4,Brush cell (Tuft cell),0.021790899,Adenocarcinoma_Of_Lung
WWP2,SLC16A7+ cell,0.034982592,Adenocarcinoma_Of_Lung
CALB2,SLC16A7+ cell,0.016007744,Adenocarcinoma_Of_Lung
PHLPP2,SLC16A7+ cell,0.01930943,Adenocarcinoma_Of_Lung
PHLPP2,Secretory cell,0.015400661,Adenocarcinoma_Of_Lung
PHLPP2,Club cell (Clara cell),0.001493905,Adenocarcinoma_Of_Lung
MARVELD3,SLC16A7+ cell,0.016007744,Adenocarcinoma_Of_Lung
MARVELD3,Secretory cell,0.014010339,Adenocarcinoma_Of_Lung
MARVELD3,Club cell (Clara cell),0.001358176,Adenocarcinoma_Of_Lung
HP,SLC16A7+ cell,0.016008259,Adenocarcinoma_Of_Lung
HP,Secretory cell,0.014010575,Adenocarcinoma_Of_Lung
HP,Club cell (Clara cell),0.0013582,Adenocarcinoma_Of_Lung
CFDP1,SLC16A7+ cell,0.012975161,Adenocarcinoma_Of_Lung
CFDP1,Ciliated cell,0.046239921,Adenocarcinoma_Of_Lung
TERF2IP,SLC16A7+ cell,0.002310762,Adenocarcinoma_Of_Lung
TERF2IP,Ciliated cell,0.020821741,Adenocarcinoma_Of_Lung
IL17C,Macrophage,0.014294392,Adenocarcinoma_Of_Lung
YWHAE,Basal cell,0.010452338,Adenocarcinoma_Of_Lung
ARRB2,Epithelial cell,0.022323272,Adenocarcinoma_Of_Lung
ARRB2,Secretory cell,0.022322896,Adenocarcinoma_Of_Lung
ARRB2,Goblet cell,0.001629618,Adenocarcinoma_Of_Lung
CLEC10A,Conventional dendritic cell 2(cDC2),0.000203827,Adenocarcinoma_Of_Lung
HES7,SLC16A7+ cell,0.010225832,Adenocarcinoma_Of_Lung
ALKBH5,SLC16A7+ cell,0.00695377,Adenocarcinoma_Of_Lung
TOP3A,SLC16A7+ cell,0.004335926,Adenocarcinoma_Of_Lung
SHMT1,SLC16A7+ cell,0.005126771,Adenocarcinoma_Of_Lung
NOS2,M1 macrophage,0.001273474,Adenocarcinoma_Of_Lung
NOS2,Neuroendocrine cell,0.004223698,Adenocarcinoma_Of_Lung
NOS2,Secretory cell,0.004223698,Adenocarcinoma_Of_Lung
NOS2,Brush cell (Tuft cell),0.004122062,Adenocarcinoma_Of_Lung
NOS2,Pro-inflammatory M1 macrophage,5.10E-05,Adenocarcinoma_Of_Lung
CCL5,Ciliated cell,0.020821741,Adenocarcinoma_Of_Lung
RDM1,Ciliated cell,0.020821741,Adenocarcinoma_Of_Lung
CCL18,M2 macrophage,0.005185902,Adenocarcinoma_Of_Lung
CCL18,Ciliated cell,0.046239921,Adenocarcinoma_Of_Lung
CCL18,Interstitial macrophage,0.000764149,Adenocarcinoma_Of_Lung
CCL4,M2 macrophage,0.004610982,Adenocarcinoma_Of_Lung
CCL4,Ciliated cell,0.041209249,Adenocarcinoma_Of_Lung
CCL4,Interstitial macrophage,0.000679267,Adenocarcinoma_Of_Lung
CCL4L1,M2 macrophage,0.002884336,Adenocarcinoma_Of_Lung
CCL4L1,Interstitial macrophage,0.000424592,Adenocarcinoma_Of_Lung
CDK12,SLC16A7+ cell,0.016008259,Adenocarcinoma_Of_Lung
ERBB2,SLC16A7+ cell,0.012976421,Adenocarcinoma_Of_Lung
ERBB2,Ionocyte cell,0.045671171,Adenocarcinoma_Of_Lung
TOP2A,SLC16A7+ cell,0.005625553,Adenocarcinoma_Of_Lung
KRT20,Epithelial cell,0.009828057,Adenocarcinoma_Of_Lung
KRT20,Cancer cell,0.004036014,Adenocarcinoma_Of_Lung
KRT20,Basal cell,0.012183845,Adenocarcinoma_Of_Lung
KRT19,Basal cell,0.006980185,Adenocarcinoma_Of_Lung
KRT16,Basal cell,0.008717678,Adenocarcinoma_Of_Lung
KRT17,Basal cell,0.008717678,Adenocarcinoma_Of_Lung
ETV4,Basal cell,0.019078634,Adenocarcinoma_Of_Lung
SPOP,Cancer cell,0.003460351,Adenocarcinoma_Of_Lung
SPOP,Idiopathic pulmonary fibrosis cell,0.001527858,Adenocarcinoma_Of_Lung
SPOP,Ionocyte cell,0.030682757,Adenocarcinoma_Of_Lung
SPOP,Basal cell,0.010452162,Adenocarcinoma_Of_Lung
PDK2,Fibroblast,0.006554855,Adenocarcinoma_Of_Lung
PDK2,Idiopathic pulmonary fibrosis cell,0.00229093,Adenocarcinoma_Of_Lung
PDK2,Myofibroblast,0.002443493,Adenocarcinoma_Of_Lung
PDK2,Lipofibroblast,0.000611371,Adenocarcinoma_Of_Lung
PDK2,Stromal cell,0.002748556,Adenocarcinoma_Of_Lung
SAMD14,Fibroblast,0.007280576,Adenocarcinoma_Of_Lung
SAMD14,Idiopathic pulmonary fibrosis cell,0.002545176,Adenocarcinoma_Of_Lung
SAMD14,Myofibroblast,0.002714646,Adenocarcinoma_Of_Lung
SAMD14,Lipofibroblast,0.000679284,Adenocarcinoma_Of_Lung
SAMD14,Stromal cell,0.00305351,Adenocarcinoma_Of_Lung
COL1A1,Fibroblast,0.008730466,Adenocarcinoma_Of_Lung
COL1A1,Idiopathic pulmonary fibrosis cell,0.003053485,Adenocarcinoma_Of_Lung
COL1A1,Myofibroblast,0.003256746,Adenocarcinoma_Of_Lung
COL1A1,Lipofibroblast,0.0008151,Adenocarcinoma_Of_Lung
COL1A1,Stromal cell,0.003663155,Adenocarcinoma_Of_Lung
SRSF1,Ionocyte cell,0.015460506,Adenocarcinoma_Of_Lung
EPX,Ionocyte cell,0.04069969,Adenocarcinoma_Of_Lung
ERN1,SLC16A7+ cell,0.030715782,Adenocarcinoma_Of_Lung
MAP3K3,SLC16A7+ cell,0.026675307,Adenocarcinoma_Of_Lung
MAP3K3,Mast cell,0.007263399,Adenocarcinoma_Of_Lung
SYNGR2,Cancer stem cell,0.003900283,Adenocarcinoma_Of_Lung
TK1,Cancer stem cell,0.003900283,Adenocarcinoma_Of_Lung
BIRC5,Cancer stem cell,0.003900283,Adenocarcinoma_Of_Lung
PYCR1,Ciliated cell,0.041209936,Adenocarcinoma_Of_Lung
RALBP1,Ionocyte cell,0.015460506,Adenocarcinoma_Of_Lung
RAB31,Ionocyte cell,0.020560881,Adenocarcinoma_Of_Lung
LAMA3,Ionocyte cell,0.025634919,Adenocarcinoma_Of_Lung
AQP4,Epithelial cell,0.002817809,Adenocarcinoma_Of_Lung
CDH2,Epithelial cell,0.001409886,Adenocarcinoma_Of_Lung
GRP,Ionocyte cell,0.015460767,Adenocarcinoma_Of_Lung
BCL2,SLC16A7+ cell,0.039396025,Adenocarcinoma_Of_Lung
PRTN3,Inflammatory cancer-associated fibroblast,0.000135893,Adenocarcinoma_Of_Lung
ELANE,Inflammatory cancer-associated fibroblast,0.000135893,Adenocarcinoma_Of_Lung
GPX4,B-2 cell,0.000747206,Adenocarcinoma_Of_Lung
STK11,Ciliated cell,0.041210623,Adenocarcinoma_Of_Lung
STK11,B-2 cell,0.000543464,Adenocarcinoma_Of_Lung
APC2,B-2 cell,0.00067925,Adenocarcinoma_Of_Lung
SGTA,SLC16A7+ cell,0.007772181,Adenocarcinoma_Of_Lung
DOT1L,Germinal center B cell,0.001544755,Adenocarcinoma_Of_Lung
FUT3,Epithelial cell,0.012618503,Adenocarcinoma_Of_Lung
FUT3,Ciliated cell,0.046242228,Adenocarcinoma_Of_Lung
CAPS,Epithelial cell,0.005627772,Adenocarcinoma_Of_Lung
CAPS,Ciliated cell,0.020821741,Adenocarcinoma_Of_Lung
INSR,Endothelial cell,0.004070068,Adenocarcinoma_Of_Lung
RETN,Follicular B cell,0.001900963,Adenocarcinoma_Of_Lung
MUC16,Malignant mesothelioma cell,6.79E-05,Adenocarcinoma_Of_Lung
MUC16,Cancer cell,0.002308233,Adenocarcinoma_Of_Lung
ZNF560,SLC16A7+ cell,0.022867686,Adenocarcinoma_Of_Lung
SMARCA4,Cancer cell,0.005760792,Adenocarcinoma_Of_Lung
LDLR,Cancer cell,0.008055942,Adenocarcinoma_Of_Lung
EPOR,Ionocyte cell,0.045670411,Adenocarcinoma_Of_Lung
ZNF763,SLC16A7+ cell,0.012975581,Adenocarcinoma_Of_Lung
USF2,Naive B cell,0.001018745,Adenocarcinoma_Of_Lung
GPR42,Naive B cell,0.000849012,Adenocarcinoma_Of_Lung
ACTN4,Basal cell,0.022510056,Adenocarcinoma_Of_Lung
ACTN4,Squamous cell,0.001103678,Adenocarcinoma_Of_Lung
LGALS4,SLC16A7+ cell,0.026674467,Adenocarcinoma_Of_Lung
LGALS4,Basal cell,0.022509299,Adenocarcinoma_Of_Lung
LGALS4,Squamous cell,0.00110364,Adenocarcinoma_Of_Lung
ZFP36,SLC16A7+ cell,0.000258982,Adenocarcinoma_Of_Lung
FBL,Secretory cell,0.0070297,Adenocarcinoma_Of_Lung
AKT2,Secretory cell,0.011223873,Adenocarcinoma_Of_Lung
AXL,M2 macrophage,0.00748274,Adenocarcinoma_Of_Lung
TGFB1,M2 macrophage,0.007482486,Adenocarcinoma_Of_Lung
POU2F2,Monocyte,0.002782961,Adenocarcinoma_Of_Lung
MEGF8,Monocyte,0.00208793,Adenocarcinoma_Of_Lung
XRCC1,Basal cell,0.012183845,Adenocarcinoma_Of_Lung
PLAUR,Basal cell,0.020795775,Adenocarcinoma_Of_Lung
TOMM40,Macrophage,0.0155841,Adenocarcinoma_Of_Lung
TOMM40,Monocyte,0.008325952,Adenocarcinoma_Of_Lung
TOMM40,Alveolar macrophage,3.46E-06,Adenocarcinoma_Of_Lung
TOMM40,Tumor‐associated macrophage (TAM),0.001018779,Adenocarcinoma_Of_Lung
TOMM40,Lipofibroblast,0.0008151,Adenocarcinoma_Of_Lung
TOMM40,Stromal cell,0.003663155,Adenocarcinoma_Of_Lung
APOE,Macrophage,0.0155841,Adenocarcinoma_Of_Lung
APOE,Monocyte,0.008325952,Adenocarcinoma_Of_Lung
APOE,Alveolar macrophage,3.46E-06,Adenocarcinoma_Of_Lung
APOE,Tumor‐associated macrophage (TAM),0.001018779,Adenocarcinoma_Of_Lung
APOE,Lipofibroblast,0.0008151,Adenocarcinoma_Of_Lung
APOE,Stromal cell,0.003663155,Adenocarcinoma_Of_Lung
RELB,Macrophage,0.018158041,Adenocarcinoma_Of_Lung
RELB,Monocyte,0.00970702,Adenocarcinoma_Of_Lung
RELB,Alveolar macrophage,4.77E-06,Adenocarcinoma_Of_Lung
RELB,Tumor‐associated macrophage (TAM),0.001188495,Adenocarcinoma_Of_Lung
RELB,Lipofibroblast,0.000950901,Adenocarcinoma_Of_Lung
RELB,Stromal cell,0.004272447,Adenocarcinoma_Of_Lung
ERCC2,Basal cell,0.013912351,Adenocarcinoma_Of_Lung
ERCC1,Basal cell,0.013912351,Adenocarcinoma_Of_Lung
FOSB,Basal cell,0.012183845,Adenocarcinoma_Of_Lung
PRKD2,CD8+ T cell,0.002376062,Adenocarcinoma_Of_Lung
SLC1A5,CD8+ T cell,0.00296922,Adenocarcinoma_Of_Lung
ARHGAP35,CD8+ T cell,0.001782561,Adenocarcinoma_Of_Lung
GRWD1,Idiopathic pulmonary fibrosis cell,0.003561552,Adenocarcinoma_Of_Lung
GRWD1,SLC16A7+ cell,0.030715782,Adenocarcinoma_Of_Lung
CA11,SLC16A7+ cell,0.012975581,Adenocarcinoma_Of_Lung
FUT2,SLC16A7+ cell,0.019310047,Adenocarcinoma_Of_Lung
FUT1,SLC16A7+ cell,0.026676147,Adenocarcinoma_Of_Lung
PTOV1,SLC16A7+ cell,0.039462343,Adenocarcinoma_Of_Lung
PTOV1,Ciliated cell,0.003136098,Adenocarcinoma_Of_Lung
AKT1S1,SLC16A7+ cell,0.044144459,Adenocarcinoma_Of_Lung
AKT1S1,Ciliated cell,0.00354185,Adenocarcinoma_Of_Lung
MYH14,SLC16A7+ cell,0.005625553,Adenocarcinoma_Of_Lung
MYH14,Ciliated cell,0.031069983,Adenocarcinoma_Of_Lung
NAPSA,Ciliated cell,0.025959296,Adenocarcinoma_Of_Lung
PRPF31,Plasmacytoid dendritic cell(pDC),0.002714554,Adenocarcinoma_Of_Lung
LILRB1,SLC16A7+ cell,0.0019352,Adenocarcinoma_Of_Lung
LILRB1,Plasmacytoid dendritic cell(pDC),0.002206156,Adenocarcinoma_Of_Lung
LILRB1,Natural killer cell,0.004407818,Adenocarcinoma_Of_Lung
PTPRH,Epithelial cell,0.009828057,Adenocarcinoma_Of_Lung
PTPRH,Ciliated cell,0.000566235,Adenocarcinoma_Of_Lung
PTPRH,Natural killer cell,0.00237578,Adenocarcinoma_Of_Lung
IL11,Epithelial cell,0.011224252,Adenocarcinoma_Of_Lung
IL11,Ionocyte cell,0.040701048,Adenocarcinoma_Of_Lung
IL11,Ciliated cell,0.04121131,Adenocarcinoma_Of_Lung
UBE2S,Epithelial cell,0.011224252,Adenocarcinoma_Of_Lung
UBE2S,Ionocyte cell,0.040701048,Adenocarcinoma_Of_Lung
UBE2S,Ciliated cell,0.000752362,Adenocarcinoma_Of_Lung
NXT1,Myeloid cell,0.000475535,Adenocarcinoma_Of_Lung
CST1,Myeloid cell,0.000594399,Adenocarcinoma_Of_Lung
CST1,Adenocarcinoma stem-like cell,0.001018797,Adenocarcinoma_Of_Lung
ID1,Smooth muscle cell,0.000950909,Adenocarcinoma_Of_Lung
ID1,Pericyte,0.000594409,Adenocarcinoma_Of_Lung
TPX2,Smooth muscle cell,0.000815114,Adenocarcinoma_Of_Lung
TPX2,Pericyte,0.000509511,Adenocarcinoma_Of_Lung
MYLK2,Smooth muscle cell,0.000815114,Adenocarcinoma_Of_Lung
MYLK2,Pericyte,0.000509511,Adenocarcinoma_Of_Lung
BPIFB1,Secretory cell,0.008429628,Adenocarcinoma_Of_Lung
BPIFB1,Ionocyte cell,0.030682757,Adenocarcinoma_Of_Lung
RALY,Neuroendocrine cell,0.012617864,Adenocarcinoma_Of_Lung
RALY,Brush cell (Tuft cell),0.012315491,Adenocarcinoma_Of_Lung
AHCY,Neuroendocrine cell,0.016788197,Adenocarcinoma_Of_Lung
AHCY,Brush cell (Tuft cell),0.016386719,Adenocarcinoma_Of_Lung
BPI,M2 macrophage,0.006334775,Adenocarcinoma_Of_Lung
BPI,Secretory cell,0.015400141,Adenocarcinoma_Of_Lung
PTPRT,Ciliated cell,0.010465458,Adenocarcinoma_Of_Lung
SGK2,Ciliated cell,0.015657175,Adenocarcinoma_Of_Lung
MYBL2,Ciliated cell,0.02082139,Adenocarcinoma_Of_Lung
MYBL2,Dysfunctional T cell,0.000679296,Adenocarcinoma_Of_Lung
HNF4A,Secretory cell,0.007029581,Adenocarcinoma_Of_Lung
ADA,Neuroendocrine cell,0.008429485,Adenocarcinoma_Of_Lung
ADA,Brush cell (Tuft cell),0.008227064,Adenocarcinoma_Of_Lung
KCNK15,Neuroendocrine cell,0.009827558,Adenocarcinoma_Of_Lung
KCNK15,Brush cell (Tuft cell),0.009591726,Adenocarcinoma_Of_Lung
KCNK15,Ciliated cell,0.036152733,Adenocarcinoma_Of_Lung
YWHAB,Ciliated cell,0.031068942,Adenocarcinoma_Of_Lung
CTSA,Myeloid dendritic cell,0.002612958,Adenocarcinoma_Of_Lung
MMP9,Myeloid dendritic cell,0.002138347,Adenocarcinoma_Of_Lung
MMP9,Macrophage,0.011710696,Adenocarcinoma_Of_Lung
MMP9,M2 macrophage,0.00518599,Adenocarcinoma_Of_Lung
SLC12A5,Myeloid dendritic cell,0.002375679,Adenocarcinoma_Of_Lung
SLC12A5,Macrophage,0.013003499,Adenocarcinoma_Of_Lung
SLC12A5,M2 macrophage,0.005760597,Adenocarcinoma_Of_Lung
AURKA,Ionocyte cell,0.020560881,Adenocarcinoma_Of_Lung
CXADR,FOXN4+ cell,0.00274991,Adenocarcinoma_Of_Lung
BTG3,FOXN4+ cell,0.00274991,Adenocarcinoma_Of_Lung
RUNX1,Epithelial cell,0.008429913,Adenocarcinoma_Of_Lung
CLDN5,Endothelial cell,0.004070137,Adenocarcinoma_Of_Lung
MMP11,Fibroblast,0.015948139,Adenocarcinoma_Of_Lung
MMP11,Plasma cell,0.010042351,Adenocarcinoma_Of_Lung
MMP11,Germinal center B cell,0.00484712,Adenocarcinoma_Of_Lung
GSTT1,Fibroblast,0.009454475,Adenocarcinoma_Of_Lung
MYO18B,Neuroendocrine cell,0.008429628,Adenocarcinoma_Of_Lung
MYO18B,Brush cell (Tuft cell),0.008227203,Adenocarcinoma_Of_Lung
CHEK2,Epithelial cell,0.005627677,Adenocarcinoma_Of_Lung
CHEK2,Secretory cell,0.005627582,Adenocarcinoma_Of_Lung
CHEK2,Plasma cell,0.001833273,Adenocarcinoma_Of_Lung
CHEK2,Goblet cell,0.000407619,Adenocarcinoma_Of_Lung
XBP1,Epithelial cell,0.0070297,Adenocarcinoma_Of_Lung
XBP1,Secretory cell,0.007029581,Adenocarcinoma_Of_Lung
XBP1,Plasma cell,0.002291086,Adenocarcinoma_Of_Lung
XBP1,Goblet cell,0.000509502,Adenocarcinoma_Of_Lung
DRG1,FOXN4+ cell,0.006860776,Adenocarcinoma_Of_Lung
LGALS1,SLC16A7+ cell,0.019310047,Adenocarcinoma_Of_Lung
CSNK1E,SLC16A7+ cell,0.002988145,Adenocarcinoma_Of_Lung
KCNJ4,SLC16A7+ cell,0.019306965,Adenocarcinoma_Of_Lung
APOBEC3B,Macrophage,0.014294633,Adenocarcinoma_Of_Lung
APOBEC3B,Monocyte,0.007634714,Adenocarcinoma_Of_Lung
BIK,Ionocyte cell,0.035704529,Adenocarcinoma_Of_Lung
MCAT,Ionocyte cell,0.035704529,Adenocarcinoma_Of_Lung
ABCB11,Macrophage,0.001392403,Afibrinogenemia
ABCB11,Activated memory B cell,0.000407633,Afibrinogenemia
CFI,Megakaryocyte progenitor cell,5.10E-05,Afibrinogenemia
FGB,Neutrophil,0.001206047,Afibrinogenemia
FGB,M1 macrophage,0.000220826,Afibrinogenemia
FGB,CD1C-CD141- dendritic cell,0.005554423,Afibrinogenemia
FGA,Neutrophil,0.001206047,Afibrinogenemia
FGA,M1 macrophage,0.000220826,Afibrinogenemia
FGA,CD1C-CD141- dendritic cell,0.005554423,Afibrinogenemia
FGG,Neutrophil,0.001206047,Afibrinogenemia
FGG,M1 macrophage,0.000220826,Afibrinogenemia
FGG,CD1C-CD141- dendritic cell,0.005554423,Afibrinogenemia
PC,Monocyte,0.033665007,Afibrinogenemia
PC,AXL+SIGLEC6+ dendritic cell,0.026137682,Afibrinogenemia
PC,CD4+ recently activated effector memory or effector T cell (CTL),0.003866368,Afibrinogenemia
FCGRT,B cell,0.021659495,Afibrinogenemia
FCGRT,Mature B cell,0.001663554,Afibrinogenemia
FCGR1A,Macrophage,0.016871618,Ali
FCGR1A,Monocyte,0.009016568,Ali
FCGR1A,M1 macrophage,0.005506874,Ali
FCGR1A,Neutrophil,0.003967778,Ali
ADAR,Basal cell,0.010452162,Ali
FCGR2A,Macrophage,0.0117103,Ali
FCGR2A,Monocyte,0.006250615,Ali
FCGR2A,M2 macrophage,0.005185814,Ali
FCGR2A,Neutrophil,0.002748463,Ali
FCGR2A,Ciliated cell,0.046239153,Ali
FCGR2A,Natural killer cell,0.003053381,Ali
FCGR2A,Intermediate monocyte,0.000458544,Ali
FCGR2A,Non-classical monocyte,0.000152869,Ali
FCGR2B,Macrophage,0.015583574,Ali
FCGR2B,Monocyte,0.00832567,Ali
FCGR2B,M2 macrophage,0.006908611,Ali
FCGR2B,Neutrophil,0.003663031,Ali
FCGR2B,Natural killer cell,0.004069205,Ali
FCGR2B,Intermediate monocyte,0.000611361,Ali
FCGR2B,Non-classical monocyte,0.000203825,Ali
IL1RL1,Secretory cell,0.009827724,Ali
TNFAIP6,Macrophage,0.006522969,Ali
MFN1,FOXN4+ cell,0.006860776,Ali
CASP3,FOXN4+ cell,0.005492257,Ali
TNF,Cancer stem cell,0.026615656,Ali
TNF,Secretory cell,7.29E-10,Ali
TNF,Alveolar cell Type 1,0.005846352,Ali
TNF,Stem cell,0.015130524,Ali
TNF,Alveolar cell,0.002342595,Ali
TNF,Myeloid cell,0.008175449,Ali
TNF,Alveolar cell Type 2,0.007011573,Ali
TNF,Lymphocyte,0.024329239,Ali
TNF,Alveolar epithelial cell Type 1,0.003511864,Ali
TNF,Follicular B cell,0.016285021,Ali
AGER,Cancer stem cell,0.023182878,Ali
AGER,Secretory cell,3.11E-12,Ali
AGER,Alveolar cell Type 1,0.005085339,Ali
AGER,Stem cell,0.013169034,Ali
AGER,Alveolar cell,0.002037195,Ali
AGER,Myeloid cell,0.007112346,Ali
AGER,Alveolar cell Type 2,0.00609935,Ali
AGER,Alveolar epithelial cell Type 1,0.003054262,Ali
AGER,Follicular B cell,0.014174944,Ali
VEGFA,Ciliated cell,0.025959296,Ali
EPHX2,CD8+ T cell,0.002376021,Ali
TXN,Ionocyte cell,0.005180291,Ali
TLR4,M1 macrophage,0.000424665,Ali
SFTPD,Epithelial cell,0.022322146,Ali
SFTPD,Alveolar epithelial cell Type 2,0.001358119,Ali
F2,Alveolar type 2-like cell,0.000543501,Ali
SCGB1A1,Ciliated cell,0.031069983,Ali
MMP7,M2 macrophage,0.001154744,Ali
IL18,Immune cell,0.002172565,Ali
AQP5,SLC16A7+ cell,0.026673627,Ali
NOS2,M1 macrophage,0.001273474,Ali
NOS2,Neuroendocrine cell,0.004223698,Ali
NOS2,Secretory cell,0.004223698,Ali
NOS2,Brush cell (Tuft cell),0.004122062,Ali
NOS2,Pro-inflammatory M1 macrophage,5.10E-05,Ali
CCL4,M2 macrophage,0.004610982,Ali
CCL4,Ciliated cell,0.041209249,Ali
CCL4,Interstitial macrophage,0.000679267,Ali
BCL2,SLC16A7+ cell,0.039396025,Ali
ELANE,Inflammatory cancer-associated fibroblast,0.000135893,Ali
C3,T cell,0.005001092,Ali
TGFB1,M2 macrophage,0.007482486,Ali
MMP9,Myeloid dendritic cell,0.002138347,Ali
MMP9,Macrophage,0.011710696,Ali
MMP9,M2 macrophage,0.00518599,Ali
MTHFR,Cardiomyocyte,0.003731529,Andersen_Syndrome
MTHFR,Cardiac cell,0.000254777,Andersen_Syndrome
